timestamp,ticker,open,high,low,close,volume
2025-10-21T14:11:36.424250,AAPL,264.2900085449219,264.2900085449219,264.2900085449219,264.2900085449219,2492701.0
2025-10-21T14:11:36.424250,MSFT,515.3880004882812,515.3880004882812,515.3880004882812,515.3880004882812,625566.0
2025-10-21T14:11:36.424250,GOOG,252.94009399414065,252.94009399414065,252.94009399414065,252.94009399414065,735947.0
2025-10-21T14:11:36.424250,GOOGL,252.3099975585937,252.3099975585937,252.3099975585937,252.3099975585937,948331.0
2025-10-21T14:11:36.424250,AMZN,221.3699951171875,221.3699951171875,221.3699951171875,221.3699951171875,3002886.0
2025-10-21T14:11:36.424250,META,731.509521484375,731.509521484375,731.509521484375,731.509521484375,405993.0
2025-10-21T14:11:36.424250,TSLA,444.3599853515625,444.3599853515625,444.3599853515625,444.3599853515625,2766611.0
2025-10-21T14:11:36.424250,NVDA,180.1199951171875,180.1199951171875,180.1199951171875,180.1199951171875,8264136.0
2025-10-21T14:11:36.424250,BRK-B,495.1099853515625,495.1099853515625,495.1099853515625,495.1099853515625,117317.0
2025-10-21T14:11:36.424250,JPM,302.989990234375,302.989990234375,302.989990234375,302.989990234375,272249.0
2025-10-21T14:11:36.424250,JNJ,191.90499877929688,191.90499877929688,191.90499877929688,191.90499877929688,171373.0
2025-10-21T14:11:36.424250,V,347.07000732421875,347.07000732421875,347.07000732421875,347.07000732421875,163236.0
2025-10-21T14:11:36.424250,WMT,107.00499725341795,107.00499725341795,107.00499725341795,107.00499725341795,365770.0
2025-10-21T14:11:42.606086,AAPL,264.39990234375,264.39990234375,264.39990234375,264.39990234375,2492701.0
2025-10-21T14:11:42.606086,MSFT,515.3389892578125,515.3389892578125,515.3389892578125,515.3389892578125,625566.0
2025-10-21T14:11:42.606086,GOOG,252.94009399414065,252.94009399414065,252.94009399414065,252.94009399414065,735947.0
2025-10-21T14:11:42.606086,GOOGL,252.3099975585937,252.3099975585937,252.3099975585937,252.3099975585937,948331.0
2025-10-21T14:11:42.606086,AMZN,221.3804931640625,221.3804931640625,221.3804931640625,221.3804931640625,3002886.0
2025-10-21T14:11:42.606086,META,731.5900268554688,731.5900268554688,731.5900268554688,731.5900268554688,405993.0
2025-10-21T14:11:42.606086,BRK-B,495.1099853515625,495.1099853515625,495.1099853515625,495.1099853515625,117317.0
2025-10-21T14:11:42.606086,V,347.07000732421875,347.07000732421875,347.07000732421875,347.07000732421875,163236.0
2025-10-21T14:11:42.606086,WMT,107.0199966430664,107.0199966430664,107.0199966430664,107.0199966430664,365770.0
2025-10-21T14:11:48.688956,AAPL,264.3299865722656,264.3299865722656,264.3299865722656,264.3299865722656,2492701.0
2025-10-21T14:11:48.688956,MSFT,515.2999877929688,515.2999877929688,515.2999877929688,515.2999877929688,625566.0
2025-10-21T14:11:48.688956,GOOG,252.9600067138672,252.9600067138672,252.9600067138672,252.9600067138672,735947.0
