timestamp,pair,base,quote,rate,pip_value,name
2025-10-21T15:59:04.384384,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T15:59:05.568619,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T15:59:06.842180,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T15:59:08.066146,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T15:59:09.303927,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T15:59:10.537460,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T15:59:11.762609,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:00:13.008962,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:00:14.217488,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:00:15.421881,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:00:16.674803,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:00:17.998737,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:00:19.237281,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:00:20.473776,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:00:21.707998,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:00:22.902630,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:00:24.135445,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:01:25.372295,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:01:26.547539,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:01:27.761715,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
2025-10-21T16:01:28.973128,USD/CHF,USD,CHF,0.793,0.0001,US Dollar / Swiss Franc
2025-10-21T16:01:30.188973,AUD/USD,AUD,USD,0.651,0.0001,Australian Dollar / US Dollar
2025-10-21T16:01:31.391723,USD/CAD,USD,CAD,1.4,0.0001,US Dollar / Canadian Dollar
2025-10-21T16:01:32.543438,NZD/USD,NZD,USD,0.574,0.0001,New Zealand Dollar / US Dollar
2025-10-21T16:01:33.780479,EUR/GBP,EUR,GBP,0.869,0.0001,Euro / British Pound
2025-10-21T16:01:34.962313,EUR/JPY,EUR,JPY,175.58,0.01,Euro / Japanese Yen
2025-10-21T16:01:36.235720,GBP/JPY,GBP,JPY,202.1,0.01,British Pound / Japanese Yen
2025-10-21T16:02:37.424349,EUR/USD,EUR,USD,1.16,0.0001,Euro / US Dollar
2025-10-21T16:02:38.611951,GBP/USD,GBP,USD,1.34,0.0001,British Pound / US Dollar
2025-10-21T16:02:39.814872,USD/JPY,USD,JPY,150.7,0.01,US Dollar / Japanese Yen
